Symbol	Decimal Value	Hex Code	Character name	General category	Character Notes	Unicode block	GraphoSemanticDescription	Latin_Look-Alike_Translit	Latin_Function-Alike_Translit	Canonical combining classes	Bidirectional category	Character decomposition mapping	Decimal digit value	Digit value		Numeric value	Mirrored	Unicode 1.0 Name	Uppercase mapping	Lowercase mapping	Titlecase mapping	Open bracket	Close Bracket	Canonical decomposition	Canonical decomp hex, via Java (only listed if different from original character)	UnicodeBlocks in decomp hex			
⦧		29A7	OBLIQUE ANGLE OPENING DOWN	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					Y							⦧		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧄		29C4	SQUARED RISING DIAGONAL SLASH	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					Y							⧄		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧅		29C5	SQUARED FALLING DIAGONAL SLASH	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					Y							⧅		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧆		29C6	SQUARED ASTERISK	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					N							⧆		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧇		29C7	SQUARED SMALL CIRCLE	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					N							⧇		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧈		29C8	SQUARED SQUARE	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					N							⧈		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧉		29C9	TWO JOINED SQUARES	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					Y							⧉		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧊		29CA	TRIANGLE WITH DOT ABOVE	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					N							⧊		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧋		29CB	TRIANGLE WITH UNDERBAR	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					N							⧋		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧌		29CC	S IN TRIANGLE	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					N							⧌		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧍		29CD	TRIANGLE WITH SERIFS AT BOTTOM	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					N							⧍		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧎		29CE	RIGHT TRIANGLE ABOVE LEFT TRIANGLE	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					Y							⧎		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧏		29CF	LEFT TRIANGLE BESIDE VERTICAL BAR	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					Y							⧏		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧐		29D0	VERTICAL BAR BESIDE RIGHT TRIANGLE	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					Y							⧐		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧑		29D1	BOWTIE WITH LEFT HALF BLACK	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					Y							⧑		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧒		29D2	BOWTIE WITH RIGHT HALF BLACK	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					Y							⧒		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧓		29D3	BLACK BOWTIE	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					N							⧓		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧔		29D4	TIMES WITH LEFT HALF BLACK	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					Y							⧔		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧕		29D5	TIMES WITH RIGHT HALF BLACK	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					Y							⧕		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧖		29D6	WHITE HOURGLASS	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					N							⧖		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧗		29D7	BLACK HOURGLASS	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					N							⧗		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧘		29D8	LEFT WIGGLY FENCE	Ps		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B	zz_, bracket, wiggly, left			0	ON					Y							⧘		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧙		29D9	RIGHT WIGGLY FENCE	Pe		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B	zz_, bracket, wiggly, right			0	ON					Y							⧙		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧚		29DA	LEFT DOUBLE WIGGLY FENCE	Ps		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B	zz_, bracket, wiggly, double, left			0	ON					Y							⧚		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧛		29DB	RIGHT DOUBLE WIGGLY FENCE	Pe		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B	zz_, bracket, wiggly, double, right			0	ON					Y							⧛		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧣		29E3	EQUALS SIGN AND SLANTED PARALLEL	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					Y							⧣		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧤		29E4	EQUALS SIGN AND SLANTED PARALLEL WITH TILDE ABOVE	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					Y							⧤		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧥		29E5	IDENTICAL TO AND SLANTED PARALLEL	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					Y							⧥		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧨		29E8	DOWN-POINTING TRIANGLE WITH LEFT HALF BLACK	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					Y							⧨		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧩		29E9	DOWN-POINTING TRIANGLE WITH RIGHT HALF BLACK	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					Y							⧩		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧮		29EE	ERROR-BARRED WHITE SQUARE	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					N							⧮		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧯		29EF	ERROR-BARRED BLACK SQUARE	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					N							⧯		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧰		29F0	ERROR-BARRED WHITE DIAMOND	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					N							⧰		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧱		29F1	ERROR-BARRED BLACK DIAMOND	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					N							⧱		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧲		29F2	ERROR-BARRED WHITE CIRCLE	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					N							⧲		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧳		29F3	ERROR-BARRED BLACK CIRCLE	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					N							⧳		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⎁		2381	CONTINUOUS UNDERLINE SYMBOL	So		MISCELLANEOUS_TECHNICAL				0	ON					N							⎁		MISCELLANEOUS_TECHNICAL				
⎂		2382	DISCONTINUOUS UNDERLINE SYMBOL	So		MISCELLANEOUS_TECHNICAL				0	ON					N							⎂		MISCELLANEOUS_TECHNICAL				
⎃		2383	EMPHASIS SYMBOL	So		MISCELLANEOUS_TECHNICAL				0	ON					N							⎃		MISCELLANEOUS_TECHNICAL				
⎄		2384	COMPOSITION SYMBOL	So		MISCELLANEOUS_TECHNICAL				0	ON					N							⎄		MISCELLANEOUS_TECHNICAL				
⎅		2385	WHITE SQUARE WITH CENTRE VERTICAL LINE	So		MISCELLANEOUS_TECHNICAL				0	ON					N							⎅		MISCELLANEOUS_TECHNICAL				
⎆		2386	ENTER SYMBOL	So		MISCELLANEOUS_TECHNICAL				0	ON					N							⎆		MISCELLANEOUS_TECHNICAL				
⎇		2387	ALTERNATIVE KEY SYMBOL	So		MISCELLANEOUS_TECHNICAL				0	ON					N							⎇		MISCELLANEOUS_TECHNICAL				
⎈		2388	HELM SYMBOL	So		MISCELLANEOUS_TECHNICAL				0	ON					N							⎈		MISCELLANEOUS_TECHNICAL				
⎗		2397	PREVIOUS PAGE	So		MISCELLANEOUS_TECHNICAL				0	ON					N							⎗		MISCELLANEOUS_TECHNICAL				
⎘		2398	NEXT PAGE	So		MISCELLANEOUS_TECHNICAL				0	ON					N							⎘		MISCELLANEOUS_TECHNICAL				
⎙		2399	PRINT SCREEN SYMBOL	So		MISCELLANEOUS_TECHNICAL				0	ON					N							⎙		MISCELLANEOUS_TECHNICAL				
⎚		239A	CLEAR SCREEN SYMBOL	So		MISCELLANEOUS_TECHNICAL				0	ON					N							⎚		MISCELLANEOUS_TECHNICAL				
⎲		23B2	SUMMATION TOP	Sm		MISCELLANEOUS_TECHNICAL				0	ON					N							⎲		MISCELLANEOUS_TECHNICAL				
⎳		23B3	SUMMATION BOTTOM	Sm		MISCELLANEOUS_TECHNICAL				0	ON					N							⎳		MISCELLANEOUS_TECHNICAL				
⎸		23B8	LEFT VERTICAL BOX LINE	So		MISCELLANEOUS_TECHNICAL				0	ON					N							⎸		MISCELLANEOUS_TECHNICAL				
⎹		23B9	RIGHT VERTICAL BOX LINE	So		MISCELLANEOUS_TECHNICAL				0	ON					N							⎹		MISCELLANEOUS_TECHNICAL				
␥		2425	SYMBOL FOR DELETE FORM TWO	So		CONTROL_PICTURES				0	ON					N							␥		CONTROL_PICTURES				
␦		2426	SYMBOL FOR SUBSTITUTE FORM TWO	So		CONTROL_PICTURES				0	ON					N							␦		CONTROL_PICTURES				
❮		276E	HEAVY LEFT-POINTING ANGLE QUOTATION MARK ORNAMENT	Ps		DINGBATS	bracket, angle, left, quote, ornament, heavy, pointing-left	<		0	ON					Y							❮		DINGBATS				
❯		276F	HEAVY RIGHT-POINTING ANGLE QUOTATION MARK ORNAMENT	Pe		DINGBATS	bracket, angle, right, quote, ornament, heavy, pointing-right	>		0	ON					Y							❯		DINGBATS				
⅊		214A	PROPERTY LINE	So		LETTERLIKE_SYMBOLS				0	ON					N							⅊		LETTERLIKE_SYMBOLS				
⍻		237B	NOT CHECK MARK	So		MISCELLANEOUS_TECHNICAL				0	ON					N							⍻		MISCELLANEOUS_TECHNICAL				
⍽		237D	SHOULDERED OPEN BOX	So		MISCELLANEOUS_TECHNICAL				0	ON					N							⍽		MISCELLANEOUS_TECHNICAL				
⍾		237E	BELL SYMBOL	So		MISCELLANEOUS_TECHNICAL				0	ON					N							⍾		MISCELLANEOUS_TECHNICAL				
⍿		237F	VERTICAL LINE WITH MIDDLE DOT	So		MISCELLANEOUS_TECHNICAL				0	ON					N							⍿		MISCELLANEOUS_TECHNICAL				
⎀		2380	INSERTION SYMBOL	So		MISCELLANEOUS_TECHNICAL				0	ON					N							⎀		MISCELLANEOUS_TECHNICAL				
⎉		2389	CIRCLED HORIZONTAL BAR WITH NOTCH	So		MISCELLANEOUS_TECHNICAL				0	ON					N							⎉		MISCELLANEOUS_TECHNICAL				
⎊		238A	CIRCLED TRIANGLE DOWN	So		MISCELLANEOUS_TECHNICAL				0	ON					N							⎊		MISCELLANEOUS_TECHNICAL				
⎌		238C	UNDO SYMBOL	So		MISCELLANEOUS_TECHNICAL				0	ON					N							⎌		MISCELLANEOUS_TECHNICAL				
⎍		238D	MONOSTABLE SYMBOL	So		MISCELLANEOUS_TECHNICAL				0	ON					N							⎍		MISCELLANEOUS_TECHNICAL				
⎎		238E	HYSTERESIS SYMBOL	So		MISCELLANEOUS_TECHNICAL				0	ON					N							⎎		MISCELLANEOUS_TECHNICAL				
⎔		2394	SOFTWARE-FUNCTION SYMBOL	So		MISCELLANEOUS_TECHNICAL				0	ON					N							⎔		MISCELLANEOUS_TECHNICAL				
⎖		2396	DECIMAL SEPARATOR KEY SYMBOL	So		MISCELLANEOUS_TECHNICAL				0	ON					N							⎖		MISCELLANEOUS_TECHNICAL				
⎮		23AE	INTEGRAL EXTENSION	Sm		MISCELLANEOUS_TECHNICAL				0	ON					N							⎮		MISCELLANEOUS_TECHNICAL				
⎯		23AF	HORIZONTAL LINE EXTENSION	Sm		MISCELLANEOUS_TECHNICAL				0	ON					N							⎯		MISCELLANEOUS_TECHNICAL				
⎷		23B7	RADICAL SYMBOL BOTTOM	So		MISCELLANEOUS_TECHNICAL				0	ON					N							⎷		MISCELLANEOUS_TECHNICAL				
⏍		23CD	SQUARE FOOT	So		MISCELLANEOUS_TECHNICAL				0	ON					N							⏍		MISCELLANEOUS_TECHNICAL				
⏐		23D0	VERTICAL LINE EXTENSION	So		MISCELLANEOUS_TECHNICAL				0	ON					N							⏐		MISCELLANEOUS_TECHNICAL				
⟐		27D0	WHITE DIAMOND WITH CENTRED DOT	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_A				0	ON					N							⟐		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_A				
⟑		27D1	AND WITH DOT	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_A				0	ON					N							⟑		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_A				
⟒		27D2	ELEMENT OF OPENING UPWARDS	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_A				0	ON					N							⟒		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_A				
⟓		27D3	LOWER RIGHT CORNER WITH DOT	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_A				0	ON					Y							⟓		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_A				
⟔		27D4	UPPER LEFT CORNER WITH DOT	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_A				0	ON					Y							⟔		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_A				
⟚		27DA	LEFT AND RIGHT DOUBLE TURNSTILE	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_A				0	ON					N							⟚		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_A				
⟜		27DC	LEFT MULTIMAP	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_A				0	ON					Y							⟜		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_A				
⟟		27DF	UP TACK WITH CIRCLE ABOVE	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_A				0	ON					N							⟟		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_A				
⟠		27E0	LOZENGE DIVIDED BY HORIZONTAL RULE	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_A				0	ON					N							⟠		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_A				
⦺		29BA	CIRCLE DIVIDED BY HORIZONTAL BAR AND TOP HALF DIVIDED BY VERTICAL BAR	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					N							⦺		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⦀		2980	TRIPLE VERTICAL BAR DELIMITER	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					N							⦀		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⦙		2999	DOTTED FENCE	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					N							⦙		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⦚		299A	VERTICAL ZIGZAG LINE	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					N							⦚		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧟		29DF	DOUBLE-ENDED MULTIMAP	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					N							⧟		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧠		29E0	SQUARE WITH CONTOURED OUTLINE	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					N							⧠		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧡		29E1	INCREASES AS	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					Y							⧡		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧢		29E2	SHUFFLE PRODUCT	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					N							⧢		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧦		29E6	GLEICH STARK	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					N							⧦		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧧		29E7	THERMODYNAMIC	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					N							⧧		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧫		29EB	BLACK LOZENGE	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					N							⧫		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
⧴		29F4	RULE-DELAYED	Sm		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				0	ON					Y							⧴		MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B				
ﷱ		FDF1	ARABIC LIGATURE QALA USED AS KORANIC STOP SIGN ISOLATED FORM	Lo		ARABIC_PRESENTATION_FORMS_A				0	AL	<isolated> 0642 0644 06D2				N							قلے	\u0642\u0644\u06D2	ARABIC				
﷽		FDFD	ARABIC LIGATURE BISMILLAH AR-RAHMAN AR-RAHEEM	So		ARABIC_PRESENTATION_FORMS_A				0	ON					N							﷽		ARABIC_PRESENTATION_FORMS_A				
ﷻ		FDFB	ARABIC LIGATURE JALLAJALALOUHOU	Lo		ARABIC_PRESENTATION_FORMS_A				0	AL	<isolated> 062C 0644 0020 062C 0644 0627 0644 0647				N	ARABIC LETTER JALLAJALALOUHOU						جل جلاله	\u062C\u0644\u0020\u062C\u0644\u0627\u0644\u0647	ARABIC;;;BASIC_LATIN				
ﷺ		FDFA	ARABIC LIGATURE SALLALLAHOU ALAYHE WASALLAM	Lo		ARABIC_PRESENTATION_FORMS_A				0	AL	<isolated> 0635 0644 0649 0020 0627 0644 0644 0647 0020 0639 0644 064A 0647 0020 0648 0633 0644 0645				N	ARABIC LETTER SALLALLAHOU ALAYHE WASALLAM						صلى الله عليه وسلم	\u0635\u0644\u0649\u0020\u0627\u0644\u0644\u0647\u0020\u0639\u0644\u064A\u0647\u0020\u0648\u0633\u0644\u0645	ARABIC;;;BASIC_LATIN				
ﷸ		FDF8	ARABIC LIGATURE WASALLAM ISOLATED FORM	Lo		ARABIC_PRESENTATION_FORMS_A				0	AL	<isolated> 0648 0633 0644 0645				N							وسلم	\u0648\u0633\u0644\u0645	ARABIC				
۽		06FD	ARABIC SIGN SINDHI AMPERSAND	So		ARABIC				0	AL					N							۽		ARABIC				
ﷰ		FDF0	ARABIC LIGATURE SALLA USED AS KORANIC STOP SIGN ISOLATED FORM	Lo		ARABIC_PRESENTATION_FORMS_A				0	AL	<isolated> 0635 0644 06D2				N							صلے	\u0635\u0644\u06D2	ARABIC				
۝		06DD	ARABIC END OF AYAH	Cf		ARABIC				0	AN					N							۝		ARABIC				
ﷲ		FDF2	ARABIC LIGATURE ALLAH ISOLATED FORM	Lo		ARABIC_PRESENTATION_FORMS_A				0	AL	<isolated> 0627 0644 0644 0647				N							الله	\u0627\u0644\u0644\u0647	ARABIC				
ﷳ		FDF3	ARABIC LIGATURE AKBAR ISOLATED FORM	Lo		ARABIC_PRESENTATION_FORMS_A				0	AL	<isolated> 0627 0643 0628 0631				N							اكبر	\u0627\u0643\u0628\u0631	ARABIC				
ﷴ		FDF4	ARABIC LIGATURE MOHAMMAD ISOLATED FORM	Lo		ARABIC_PRESENTATION_FORMS_A				0	AL	<isolated> 0645 062D 0645 062F				N							محمد	\u0645\u062D\u0645\u062F	ARABIC				
؎		060E	ARABIC POETIC VERSE SIGN	So		ARABIC				0	ON					N							؎		ARABIC				
ﷵ		FDF5	ARABIC LIGATURE SALAM ISOLATED FORM	Lo		ARABIC_PRESENTATION_FORMS_A				0	AL	<isolated> 0635 0644 0639 0645				N							صلعم	\u0635\u0644\u0639\u0645	ARABIC				
ﷶ		FDF6	ARABIC LIGATURE RASOUL ISOLATED FORM	Lo		ARABIC_PRESENTATION_FORMS_A				0	AL	<isolated> 0631 0633 0648 0644				N							رسول	\u0631\u0633\u0648\u0644	ARABIC				
۾		06FE	ARABIC SIGN SINDHI POSTPOSITION MEN	So		ARABIC				0	AL					N							۾		ARABIC				
؀		0600	ARABIC NUMBER SIGN	Cf		ARABIC	octothorpe			0	AN					N							؀		ARABIC				
۩		06E9	ARABIC PLACE OF SAJDAH	So		ARABIC				0	ON					N							۩		ARABIC				
٭		066D	ARABIC FIVE POINTED STAR	Po	sometimes looks like an asterisk, but is often used as a religious symbol	ARABIC	asterisk, star	*		0	AL					N							٭		ARABIC				
۞		06DE	ARABIC START OF RUB EL HIZB	So		ARABIC				0	ON					N							۞		ARABIC				
؏		060F	ARABIC SIGN MISRA	So		ARABIC				0	ON					N							؏		ARABIC				
ﷷ		FDF7	ARABIC LIGATURE ALAYHE ISOLATED FORM	Lo		ARABIC_PRESENTATION_FORMS_A				0	AL	<isolated> 0639 0644 064A 0647				N							عليه	\u0639\u0644\u064A\u0647	ARABIC				
؍		060D	ARABIC DATE SEPARATOR	Po		ARABIC				0	AL					N							؍		ARABIC				
؁		0601	ARABIC SIGN SANAH	Cf		ARABIC				0	AN					N							؁		ARABIC				
؃		0603	ARABIC SIGN SAFHA	Cf		ARABIC				0	AN					N							؃		ARABIC				
ﹳ		FE73	ARABIC TAIL FRAGMENT	Lo		ARABIC_PRESENTATION_FORMS_B				0	AL					N							ﹳ		ARABIC_PRESENTATION_FORMS_B				
ༀ		0F00	TIBETAN SYLLABLE OM	Lo		TIBETAN				0	L					N							ༀ		TIBETAN				
༁		0F01	TIBETAN MARK GTER YIG MGO TRUNCATED A	So		TIBETAN				0	L					N							༁		TIBETAN				
༂		0F02	TIBETAN MARK GTER YIG MGO -UM RNAM BCAD MA	So		TIBETAN				0	L					N							༂		TIBETAN				
༃		0F03	TIBETAN MARK GTER YIG MGO -UM GTER TSHEG MA	So		TIBETAN				0	L					N							༃		TIBETAN				
༄		0F04	TIBETAN MARK INITIAL YIG MGO MDUN MA	Po		TIBETAN				0	L					N	TIBETAN SINGLE ORNAMENT						༄		TIBETAN				
༅		0F05	TIBETAN MARK CLOSING YIG MGO SGAB MA	Po		TIBETAN				0	L					N							༅		TIBETAN				
༆		0F06	TIBETAN MARK CARET YIG MGO PHUR SHAD MA	Po		TIBETAN				0	L					N							༆		TIBETAN				
༇		0F07	TIBETAN MARK YIG MGO TSHEG SHAD MA	Po		TIBETAN				0	L					N							༇		TIBETAN				
༈		0F08	TIBETAN MARK SBRUL SHAD	Po		TIBETAN				0	L					N	TIBETAN RGYANSHAD						༈		TIBETAN				
༉		0F09	TIBETAN MARK BSKUR YIG MGO	Po		TIBETAN				0	L					N							༉		TIBETAN				
༊		0F0A	TIBETAN MARK BKA- SHOG YIG MGO	Po		TIBETAN				0	L					N							༊		TIBETAN				
།		0F0D	TIBETAN MARK SHAD	Po		TIBETAN				0	L					N	TIBETAN SHAD						།		TIBETAN				
༎		0F0E	TIBETAN MARK NYIS SHAD	Po		TIBETAN				0	L					N	TIBETAN DOUBLE SHAD						༎		TIBETAN				
༏		0F0F	TIBETAN MARK TSHEG SHAD	Po		TIBETAN				0	L					N							༏		TIBETAN				
༐		0F10	TIBETAN MARK NYIS TSHEG SHAD	Po		TIBETAN				0	L					N							༐		TIBETAN				
༑		0F11	TIBETAN MARK RIN CHEN SPUNGS SHAD	Po		TIBETAN				0	L					N	TIBETAN RINCHANPHUNGSHAD						༑		TIBETAN				
༒		0F12	TIBETAN MARK RGYA GRAM SHAD	Po		TIBETAN				0	L					N							༒		TIBETAN				
༓		0F13	TIBETAN MARK CARET -DZUD RTAGS ME LONG CAN	So		TIBETAN				0	L					N							༓		TIBETAN				
༔		0F14	TIBETAN MARK GTER TSHEG	Po		TIBETAN				0	L					N	TIBETAN COMMA						༔		TIBETAN				
༕		0F15	TIBETAN LOGOTYPE SIGN CHAD RTAGS	So		TIBETAN				0	L					N							༕		TIBETAN				
༖		0F16	TIBETAN LOGOTYPE SIGN LHAG RTAGS	So		TIBETAN				0	L					N							༖		TIBETAN				
༗		0F17	TIBETAN ASTROLOGICAL SIGN SGRA GCAN -CHAR RTAGS	So		TIBETAN				0	L					N							༗		TIBETAN				
༘		0F18	TIBETAN ASTROLOGICAL SIGN -KHYUD PA	Mn		TIBETAN				220	NSM					N							༘		TIBETAN				
༙		0F19	TIBETAN ASTROLOGICAL SIGN SDONG TSHUGS	Mn		TIBETAN				220	NSM					N							༙		TIBETAN				
༚		0F1A	TIBETAN SIGN RDEL DKAR GCIG	So		TIBETAN				0	L					N							༚		TIBETAN				
༛		0F1B	TIBETAN SIGN RDEL DKAR GNYIS	So		TIBETAN				0	L					N							༛		TIBETAN				
༜		0F1C	TIBETAN SIGN RDEL DKAR GSUM	So		TIBETAN				0	L					N							༜		TIBETAN				
༝		0F1D	TIBETAN SIGN RDEL NAG GCIG	So		TIBETAN				0	L					N							༝		TIBETAN				
༞		0F1E	TIBETAN SIGN RDEL NAG GNYIS	So		TIBETAN				0	L					N							༞		TIBETAN				
༟		0F1F	TIBETAN SIGN RDEL DKAR RDEL NAG	So		TIBETAN				0	L					N							༟		TIBETAN				
༴		0F34	TIBETAN MARK BSDUS RTAGS	So		TIBETAN				0	L					N							༴		TIBETAN				
༵		0F35	TIBETAN MARK NGAS BZUNG NYI ZLA	Mn		TIBETAN				220	NSM					N	TIBETAN HONORIFIC UNDER RING						༵		TIBETAN				
༶		0F36	TIBETAN MARK CARET -DZUD RTAGS BZHI MIG CAN	So		TIBETAN				0	L					N							༶		TIBETAN				
༷		0F37	TIBETAN MARK NGAS BZUNG SGOR RTAGS	Mn		TIBETAN				220	NSM					N	TIBETAN UNDER RING						༷		TIBETAN				
༸		0F38	TIBETAN MARK CHE MGO	So		TIBETAN				0	L					N							༸		TIBETAN				
༺		0F3A	TIBETAN MARK GUG RTAGS GYON	Ps		TIBETAN	bracket, gug rtags gyon, left	{		0	ON					Y							༺		TIBETAN				
༻		0F3B	TIBETAN MARK GUG RTAGS GYAS	Pe		TIBETAN	bracket, gug rtags, right, tibetan	}		0	ON					Y							༻		TIBETAN				
༼		0F3C	TIBETAN MARK ANG KHANG GYON	Ps		TIBETAN	bracket, ahn khan gyon, left	{		0	ON					Y	TIBETAN LEFT BRACE						༼		TIBETAN				
